"project","num_forks","num_files","project_age","num_stars","ratio_old_volunteers","fork_entropy","num_integrated_commits","num_forks_rq2","num_files_rq2","ratio_old_volunteers_rq2","ratio_prs_with_tests","ratio_prs_with_hot_files","fork_entropy_rq2","num_closed_prs","ratio_merged_prs","num_bug_report_issues"
"elastic/elasticsearch",34,726,2365,8344,0.02,0.236371536374217,28,21,548,0.0434782608695652,0.260869565217391,0.782608695652174,0.248838737709381,23,0.826086956521739,68
"elastic/elasticsearch",25,1271,2396,8922,0.0795454545454545,0.451887490024023,22,14,485,0.166666666666667,0.277777777777778,0.833333333333333,0.500212434780546,18,0.666666666666667,48
"elastic/elasticsearch",39,1695,2426,9407,0.0347222222222222,0.260381242989756,38,24,241,0.0681818181818182,0.181818181818182,0.795454545454545,0.323759527981802,44,0.409090909090909,60
"elastic/elasticsearch",59,692,2457,9897,0.0117647058823529,0.303346108661741,69,39,107,0,0.169811320754717,0.735849056603774,0.366376704834652,52,0.75,77
"elastic/elasticsearch",53,823,2487,10441,0,0.299939618506642,53,32,742,0,0.35,0.775,0.285694344079745,40,0.625,67
"elastic/elasticsearch",56,1463,2518,10875,0,0.302892761561554,87,37,622,0,0.282608695652174,0.804347826086957,0.259617917531101,46,0.456521739130435,47
"elastic/elasticsearch",58,794,2549,11436,0,0.313020673409207,54,35,582,0,0.318181818181818,0.840909090909091,0.310027826415048,44,0.613636363636364,67
"elastic/elasticsearch",110,779,2577,11995,0,0.248973197106603,49,41,603,0,0.224489795918367,0.775510204081633,0.330264347443305,48,0.625,55
"elastic/elasticsearch",57,1489,2608,12721,0,0.328896918613132,67,35,646,0,0.465116279069767,0.837209302325581,0.308358819978982,43,0.581395348837209,49
"elastic/elasticsearch",43,721,2638,13373,0,0.248389136428402,39,23,1823,0,0.233333333333333,0.8,0.322518607054734,29,0.551724137931034,59
"elastic/elasticsearch",31,1549,2669,13985,0,0.404886257219492,47,21,1230,0,0.5,0.846153846153846,0.434107590352827,25,0.68,52
"elastic/elasticsearch",43,1406,2699,14590,0.0173913043478261,0.234967565196535,73,25,1376,0.03125,0.46875,0.9375,0.344606216708039,32,0.625,48
"elastic/elasticsearch",41,1287,2730,15199,0.0194174757281553,0.23878401355296,46,30,1885,0,0.225806451612903,0.838709677419355,0.157517533077238,30,0.466666666666667,50
"elastic/elasticsearch",44,735,2761,15962,0,0.256588087108594,62,35,1014,0,0.387755102040816,0.816326530612245,0.212284505092043,48,0.708333333333333,46
"elastic/elasticsearch",49,643,2791,16734,0.0178571428571429,0.420379854539291,71,31,930,0.025,0.425,0.825,0.352607193602141,40,0.75,48
"elastic/elasticsearch",33,1022,2822,17456,0.226190476190476,0.403794003820716,39,17,1298,0.15,0.4,0.9,0.454626057522649,20,0.65,51
"elastic/elasticsearch",48,783,2852,18263,0.0545454545454545,0.298805253543285,58,35,1381,0.106382978723404,0.446808510638298,0.723404255319149,0.418746879426636,46,0.58695652173913,47
"elastic/elasticsearch",49,692,2883,19042,0.0980392156862745,0.315446450044112,53,30,681,0.131578947368421,0.236842105263158,0.736842105263158,0.2414128663505,37,0.567567567567568,42
"elastic/elasticsearch",60,628,2914,19857,0.0234375,0.268503831866148,59,35,1044,0.0731707317073171,0.24390243902439,0.878048780487805,0.285852699655318,41,0.682926829268293,53
"elastic/elasticsearch",58,971,2942,20549,0.111111111111111,0.270779712839642,71,40,2066,0.172413793103448,0.413793103448276,0.758620689655172,0.309401931619497,53,0.679245283018868,45
"elastic/elasticsearch",39,1068,2973,21417,0.164835164835165,0.375612130572378,58,29,2237,0.0526315789473684,0.342105263157895,0.684210526315789,0.373997492211538,38,0.631578947368421,61
"elastic/elasticsearch",44,1781,3003,22257,0.045045045045045,0.472007587249313,43,22,162,0.04,0.32,0.68,0.345054895777465,25,0.68,60
"elastic/elasticsearch",39,978,3034,23114,0.018018018018018,0.398549455311281,50,21,2235,0,0.6,0.56,0.346437537864112,25,0.8,54
"elastic/elasticsearch",44,523,3064,23914,0,0.349525022146906,43,24,45,0,0.2,0.8,0.493460877280682,25,0.6,70
"elastic/elasticsearch",40,1418,3095,24943,0,0.373567510557552,73,29,1849,0,0.558823529411765,0.882352941176471,0.480873514759222,33,0.757575757575758,69
"elastic/elasticsearch",39,648,3126,25933,0,0.379896191396557,40,26,379,0,0.333333333333333,0.7,0.311293896032148,29,0.620689655172414,68
"elastic/elasticsearch",49,1430,3156,26824,0.0405405405405405,0.363287448951491,82,28,2295,0,0.40625,0.78125,0.406895009463262,30,0.733333333333333,88
"elastic/elasticsearch",58,1433,3187,27826,0,0.406357847300361,44,31,491,0,0.393939393939394,0.818181818181818,0.342511012554382,30,0.5,85
"elastic/elasticsearch",54,1685,3217,28638,0.0237154150197628,0.391508944609215,80,36,2478,0.02,0.58,0.88,0.361710076015184,47,0.638297872340426,69
"elastic/elasticsearch",49,1615,3248,29528,0.116564417177914,0.361273527620454,81,28,1470,0.189189189189189,0.459459459459459,0.810810810810811,0.404413714375665,31,0.709677419354839,77
"elastic/elasticsearch",69,869,3279,30471,0.0288461538461538,0.359210789449815,102,28,2029,0,0.157894736842105,0.789473684210526,0.291645854011639,53,0.792452830188679,81
"elastic/elasticsearch",69,1238,3307,31175,0.0235294117647059,0.335764244497683,59,32,331,0,0.315789473684211,0.842105263157895,0.369824889313183,24,0.708333333333333,73
"elastic/elasticsearch",56,957,3338,31990,0.0265957446808511,0.326430385100026,33,29,932,0.108108108108108,0.405405405405405,0.945945945945946,0.394184360008902,15,0.533333333333333,83
"emberjs/ember.js",9,132,6,4372,0,0.785104775415607,111,5,66,0,0.538461538461538,0.346153846153846,0.760407981143816,26,0.769230769230769,2
"emberjs/ember.js",17,445,36,4560,0.228346456692913,0.842987352889825,217,7,380,0.56,0.64,0.84,0.781165993953188,25,0.76,8
"emberjs/ember.js",13,94,67,4708,0.111111111111111,0.876583204971508,78,5,88,0.625,0.75,0.875,0.598640673433939,8,0.625,7
"emberjs/ember.js",5,20,98,4883,0.142857142857143,0.777753622419338,13,2,6,0.5,0.5,1,0.499998136673414,2,1,4
"emberjs/ember.js",8,49,128,5043,0.447368421052632,0.644753649711832,34,5,28,0.7,0.5,0.6,0.69414622042424,10,0.7,1
"emberjs/ember.js",11,33,159,5184,0.37037037037037,0.773311219902687,23,6,16,0.636363636363636,0.454545454545455,0.818181818181818,0.719410217593761,11,0.818181818181818,3
"emberjs/ember.js",26,154,189,5340,0.137931034482759,0.70180492254962,68,21,121,0.166666666666667,0.611111111111111,0.166666666666667,0.607806480519508,36,0.638888888888889,15
"emberjs/ember.js",21,137,220,5471,0.184,0.742623151929073,67,20,61,0.28125,0.59375,0.8125,0.808203656245293,32,0.625,31
"emberjs/ember.js",14,114,251,5829,0.0576923076923077,0.801964041069679,22,14,93,0.318181818181818,0.5,0.863636363636364,0.442043513940091,22,0.772727272727273,18
"emberjs/ember.js",15,150,280,6287,0.4,0.772170078496814,47,9,97,0.666666666666667,0.444444444444444,1,0.787273531560137,18,0.722222222222222,9
"emberjs/ember.js",19,78,311,6627,0.32,0.796297355687644,35,15,66,0.727272727272727,0.424242424242424,1,0.836686493739684,33,0.848484848484849,14
"emberjs/ember.js",25,261,341,7038,0.563636363636364,0.672071742405666,74,13,125,0.837837837837838,0.27027027027027,0.891891891891892,0.488585210869812,37,0.837837837837838,24
"emberjs/ember.js",24,169,372,7644,0.333333333333333,0.678660220089244,41,19,63,0.511627906976744,0.627906976744186,0.813953488372093,0.793816595413115,43,0.604651162790698,31
"emberjs/ember.js",17,142,402,8145,0.214285714285714,0.614911108638282,14,14,41,0.476190476190476,0.523809523809524,1,0.810227195714549,21,0.761904761904762,21
"emberjs/ember.js",21,121,433,8664,0.375,0.667354646892194,30,20,44,0.631578947368421,0.421052631578947,0.947368421052632,0.732685845040603,38,0.763157894736842,23
"emberjs/ember.js",6,18,464,9043,0.285714285714286,0.827962568151566,3,13,22,0.4,0.333333333333333,1,0.698950677030077,15,0.866666666666667,10
"emberjs/ember.js",14,25,494,9301,0.423076923076923,0.817040661639558,8,22,102,0.481481481481481,0.481481481481481,0.925925925925926,0.575694690809884,27,0.62962962962963,12
"emberjs/ember.js",8,131,525,9502,0.263157894736842,0.838613604201963,10,10,109,0.266666666666667,0.466666666666667,0.933333333333333,0.55946255947754,15,0.533333333333333,13
"emberjs/ember.js",20,119,555,9625,0.32,0.688094035859279,30,13,33,0.333333333333333,0.4,0.866666666666667,0.657146870299798,15,0.733333333333333,16
"emberjs/ember.js",54,149,586,10007,0.354037267080745,0.539373374799378,110,50,129,0.4375,0.525,0.8125,0.468928692404231,80,0.6875,57
"emberjs/ember.js",36,75,617,10144,0.452054794520548,0.616757947723098,49,32,72,0.46551724137931,0.448275862068966,0.96551724137931,0.609913086191224,58,0.706896551724138,52
"emberjs/ember.js",32,130,645,10275,0.567901234567901,0.652893033309342,51,26,184,0.584905660377358,0.471698113207547,0.962264150943396,0.522876744756126,53,0.773584905660377,24
"emberjs/ember.js",51,209,676,10362,0.548387096774194,0.381426660969129,95,46,115,0.565656565656566,0.454545454545455,0.909090909090909,0.442001025063313,99,0.797979797979798,23
"emberjs/ember.js",27,65,706,10441,0.474576271186441,0.529417250381098,45,24,72,0.5625,0.416666666666667,1,0.569296202360413,48,0.791666666666667,19
"emberjs/ember.js",35,59,737,10513,0.30188679245283,0.568587235934139,40,30,48,0.236842105263158,0.421052631578947,0.947368421052632,0.636520971790893,38,0.842105263157895,26
"emberjs/ember.js",35,383,767,10577,0.17910447761194,0.336053969890658,31,30,45,0.292682926829268,0.48780487804878,0.951219512195122,0.617279698354523,41,0.682926829268293,24
"emberjs/ember.js",47,313,798,10638,0.272727272727273,0.514961248278431,121,36,212,0.333333333333333,0.492063492063492,0.857142857142857,0.534869602739446,63,0.714285714285714,39
"emberjs/ember.js",52,220,829,10684,0.441441441441441,0.387314619910421,78,48,81,0.445652173913043,0.402173913043478,0.934782608695652,0.546230785485473,92,0.782608695652174,32
"emberjs/ember.js",34,110,859,10725,0.556962025316456,0.393341573259586,61,29,105,0.620689655172414,0.344827586206897,0.948275862068966,0.402134931249913,58,0.844827586206897,22
"emberjs/ember.js",22,279,890,10766,0.206896551724138,0.270721195804051,17,16,34,0.25,0.4,0.95,0.737105585827449,19,0.736842105263158,29
"emberjs/ember.js",21,49,920,10803,0.266666666666667,0.661941016973851,17,19,61,0.272727272727273,0.409090909090909,0.863636363636364,0.643539474599123,22,0.727272727272727,21
"emberjs/ember.js",42,149,951,10833,0.261904761904762,0.569050146303453,49,39,196,0.214285714285714,0.5,0.946428571428571,0.45618767223054,56,0.660714285714286,33
"emberjs/ember.js",37,334,982,10864,0.355932203389831,0.293911250467361,33,28,321,0.414634146341463,0.536585365853659,0.951219512195122,0.284504791030408,41,0.292682926829268,22
"emberjs/ember.js",30,55,1010,10894,0.214285714285714,0.505685782250696,31,25,58,0.351351351351351,0.486486486486487,0.756756756756757,0.563950313788975,34,0,34
"emberjs/ember.js",24,71,1041,10918,0.272727272727273,0.481801114218222,24,28,71,0.236842105263158,0.5,1,0.50200486705503,37,0.243243243243243,29
"emberjs/ember.js",16,101,1071,11067,0.1,0.477076937831097,5,18,42,0.238095238095238,0.285714285714286,0.952380952380952,0.652929692945841,19,0.210526315789474,22
"emberjs/ember.js",25,65,1102,11221,0.0444444444444444,0.523648815240238,17,22,366,0.0645161290322581,0.483870967741935,0.774193548387097,0.303971335034104,31,0.0645161290322581,13
"emberjs/ember.js",29,46,1132,11532,0.111111111111111,0.457245223705901,31,26,41,0.137931034482759,0.344827586206897,0.931034482758621,0.488613062628249,28,0.107142857142857,23
"emberjs/ember.js",22,99,1163,11817,0.0512820512820513,0.451049938606099,23,23,94,0.0645161290322581,0.548387096774194,0.935483870967742,0.376002248975477,31,0.0967741935483871,35
"emberjs/ember.js",14,25,1194,12102,0.0909090909090909,0.701477482125125,7,21,33,0.0909090909090909,0.318181818181818,0.863636363636364,0.587476831115845,22,0.363636363636364,28
"emberjs/ember.js",17,38,1224,12273,0.0588235294117647,0.668872045424265,21,11,28,0.05,0.45,0.9,0.657054782510335,19,0.0526315789473684,31
"emberjs/ember.js",22,64,1255,12521,0.0151515151515152,0.603803510466365,16,27,213,0.0588235294117647,0.558823529411765,0.911764705882353,0.309625830280644,33,0.0606060606060606,36
"emberjs/ember.js",18,114,1285,12808,0.0967741935483871,0.547472455945013,18,22,88,0.142857142857143,0.392857142857143,0.928571428571429,0.441721323336713,28,0.214285714285714,46
"emberjs/ember.js",24,330,1316,13154,0.0769230769230769,0.295574089675569,29,24,42,0.0588235294117647,0.352941176470588,0.970588235294118,0.493516062004065,34,0.0882352941176471,24
"emberjs/ember.js",24,324,1347,13519,0.0714285714285714,0.267691039711566,13,21,33,0.0434782608695652,0.347826086956522,1,0.591364888336415,22,0,34
"emberjs/ember.js",26,46,1375,13805,0.3,0.614226672218735,22,23,45,0.2,0.36,0.96,0.603034771859823,25,0.04,26
"emberjs/ember.js",32,378,1406,14207,0.0119047619047619,0.358276713667906,21,24,65,0.0384615384615385,0.461538461538462,0.961538461538462,0.621126496471248,25,0,27
"emberjs/ember.js",30,74,1436,14588,0.0232558139534884,0.663965511478198,42,27,64,0,0.648648648648649,0.945945945945946,0.660111788339504,36,0.0277777777777778,58
"emberjs/ember.js",19,60,1467,14944,0.107142857142857,0.493923245119638,36,21,347,0.0612244897959184,0.224489795918367,0.938775510204082,0.291658340673708,46,0.0652173913043478,31
"emberjs/ember.js",32,429,1497,15241,0.08,0.245613296188768,48,24,83,0.0615384615384615,0.323076923076923,0.984615384615385,0.528849294820992,64,0.484375,35
"emberjs/ember.js",32,282,1528,15476,0.0508474576271186,0.447282999631232,36,28,373,0.0652173913043478,0.239130434782609,0.91304347826087,0.297587127429729,46,0.717391304347826,26
"emberjs/ember.js",24,304,1559,15759,0,0.397627206197547,19,21,57,0,0.48,1,0.612245924186897,25,0.44,11
"emberjs/ember.js",18,122,1589,15993,0,0.488431663030119,15,16,40,0.0434782608695652,0.347826086956522,0.782608695652174,0.692320156960673,23,0.0434782608695652,13
"emberjs/ember.js",17,155,1620,16211,0,0.553322209039152,11,12,20,0,0.5,1,0.75201655773773,16,0.0625,13
"emberjs/ember.js",24,113,1650,16409,0,0.432078659968537,22,20,99,0,0.333333333333333,0.766666666666667,0.40787053909245,30,0.0333333333333333,13
"emberjs/ember.js",23,334,1681,16658,0.0535714285714286,0.380940644688211,22,18,99,0.1,0.55,0.7,0.436570634701285,20,0,16
"emberjs/ember.js",18,62,1712,16916,0.0576923076923077,0.492693940039769,41,19,237,0.0789473684210526,0.552631578947368,0.815789473684211,0.499311842325356,38,0.0263157894736842,15
"emberjs/ember.js",36,217,1741,17156,0.0104166666666667,0.496598715067309,57,37,141,0.0185185185185185,0.722222222222222,0.814814814814815,0.594929189487047,54,0.0185185185185185,12
"emberjs/ember.js",37,125,1772,17417,0.0379746835443038,0.60966247265665,45,30,285,0.0555555555555556,0.648148148148148,0.87037037037037,0.52153915218676,54,0.166666666666667,22
"emberjs/ember.js",16,243,1802,17611,0,0.554638219891036,14,13,65,0,0.64,0.88,0.767261883026596,25,0.24,12
"emberjs/ember.js",20,35,1833,17815,0.037037037037037,0.518915684024118,14,8,8,0,0.5,1,0.749125202109777,8,0.5,11
"emberjs/ember.js",21,101,1863,18008,0,0.687641007271071,30,9,38,0.111111111111111,0.777777777777778,1,0.799075140792708,9,0.222222222222222,19
"emberjs/ember.js",13,218,1894,18184,0,0.358123251145664,42,12,38,0,0.466666666666667,0.866666666666667,0.537268973828557,15,0.733333333333333,26
"emberjs/ember.js",13,27,1925,18401,0.0681818181818182,0.783126856293373,24,10,18,0.153846153846154,0.615384615384615,0.769230769230769,0.693889614923948,13,0.846153846153846,29
"emberjs/ember.js",20,34,1955,18595,0,0.692071512705178,20,18,30,0,0.523809523809524,0.904761904761905,0.688459635214606,21,0.619047619047619,23
"emberjs/ember.js",21,149,1986,18820,0,0.551480593876411,33,14,147,0,0.555555555555556,0.944444444444444,0.507286928318136,17,0.823529411764706,23
"emberjs/ember.js",17,237,2016,19014,0,0.590201538726153,26,13,45,0,0.636363636363636,0.909090909090909,0.79492296124945,21,0.761904761904762,24
"emberjs/ember.js",15,145,2047,19179,0,0.721689490034308,34,14,139,0,0.578947368421053,0.736842105263158,0.583954747143875,18,0.777777777777778,7
"emberjs/ember.js",15,55,2078,19367,0.0303030303030303,0.751332515078872,16,12,30,0.0714285714285714,0.214285714285714,0.928571428571429,0.660334995898214,13,0.923076923076923,10
"emberjs/ember.js",33,135,2106,19533,0,0.614255636286553,54,27,134,0,0.617647058823529,0.676470588235294,0.611546501578652,32,0.875,11
"emberjs/ember.js",17,37,2137,19717,0,0.639978806678448,25,15,35,0,0.375,1,0.620771655402055,16,0.75,7
"emberjs/ember.js",11,62,2167,19845,0,0.728837625757691,11,8,59,0,0.625,1,0.733052634630285,7,0.857142857142857,8
"emberjs/ember.js",11,99,2198,19981,0,0.591275290941812,40,10,32,0,0.578947368421053,0.736842105263158,0.703348433189737,19,0.789473684210526,5
"emberjs/ember.js",9,38,2228,20136,0,0.710225642463092,14,8,19,0,0.4,0.9,0.781506855832773,10,0.8,11
"emberjs/ember.js",11,37,2259,20302,0.0196078431372549,0.71177772210953,23,10,36,0.0625,0.4375,0.75,0.718455521301517,16,0.875,9
"emberjs/ember.js",7,69,2290,20435,0,0.582116436344191,6,6,70,0,0.625,1,0.665886522276156,7,0.571428571428571,10
"emberjs/ember.js",13,55,2320,20573,0,0.521740193386739,18,13,57,0,0.352941176470588,0.823529411764706,0.550964484158695,17,0.705882352941177,6
"emberjs/ember.js",13,56,2351,20730,0,0.83904923035944,17,11,56,0,0.764705882352941,1,0.790470662153081,16,0.6875,7
"emberjs/ember.js",18,115,2381,20851,0,0.791355404563007,53,15,103,0,0.84375,0.625,0.750272969049802,32,0.84375,2
"emberjs/ember.js",22,187,2412,20979,0,0.812576502142141,43,16,176,0,0.75,0.928571428571429,0.770017136865724,28,0.642857142857143,11
"emberjs/ember.js",10,429,2443,21154,0,0.431859761329583,13,8,429,0,0.7,1,0.362001901630658,9,0.555555555555556,3
"emberjs/ember.js",16,61,2471,21290,0,0.570614025416772,36,14,72,0,0.619047619047619,1,0.648033794308057,21,0.904761904761905,13
"emberjs/ember.js",24,48,2502,21427,0.021978021978022,0.750822627857545,33,18,48,0.0555555555555556,0.611111111111111,0.944444444444444,0.796294667516204,17,0.823529411764706,12
"emberjs/ember.js",14,235,2532,21559,0,0.703408048318202,20,9,34,0,0.666666666666667,1,0.845130137428773,9,0.888888888888889,8
"emberjs/ember.js",13,187,2563,21684,0,0.54368570860638,20,10,19,0,0.3,0.9,0.662337594056944,10,1,4
"emberjs/ember.js",9,21,2593,21851,0,0.599474111432445,9,7,17,0,0.222222222222222,0.888888888888889,0.579230983795353,8,0.625,9
"emberjs/ember.js",13,45,2624,22009,0,0.660601629102451,25,9,22,0,0.416666666666667,0.75,0.748338901382989,11,0.727272727272727,5
"emberjs/ember.js",12,70,2655,22857,0.0099009900990099,0.568538942127659,6,10,72,0.0909090909090909,0.545454545454545,0.545454545454545,0.55568983296874,9,0.333333333333333,8
"emberjs/ember.js",11,453,2685,23001,0,0.475380516663006,18,8,16,0,0.5,0.7,0.702593601883633,9,1,17
"emberjs/ember.js",7,50,2716,23136,0,0.669998054620438,3,4,18,0,0.6,0.6,0.729658495602239,4,0.75,11
"emberjs/ember.js",8,28,2746,23280,0,0.723365244762624,13,5,24,0,0.5,0.5,0.624246605871939,6,1,7
"emberjs/ember.js",14,34,2777,23411,0,0.704565365255779,20,10,21,0,0.461538461538462,0.923076923076923,0.711900087931612,12,0.666666666666667,10
"emberjs/ember.js",26,260,2808,23721,0,0.350858349342915,36,13,273,0,0.461538461538462,0.846153846153846,0.514503252811012,9,0.888888888888889,7
"emberjs/ember.js",15,15,2836,23867,0,0.780895573218371,36,5,8,0,0.4,0.8,0.743670298580269,4,1,8
"emberjs/ember.js",17,334,2867,24086,0,0.392276913852889,5,10,30,0,0.5,0.9,0.592706685368624,3,0.666666666666667,15
"facebook/react-native",5,237,22,0,0,0.798445586378457,6,2,33,0,0,0.142857142857143,0.499999998561714,7,0,3
"facebook/react-native",98,902,50,0,0,0.224084296183556,227,85,211,0,0.0555555555555556,0.12037037037037,0.283534434840782,100,0.09,34
"facebook/react-native",89,356,81,9848,0,0.361153984527837,52,76,596,0,0.148936170212766,0.776595744680851,0.336171090280517,91,0.021978021978022,33
"facebook/react-native",70,432,111,12810,0,0.373411120415398,50,56,515,0,0.0945945945945946,0.959459459459459,0.287518853973258,71,0,23
"facebook/react-native",61,721,142,13875,0,0.469051106308081,47,43,314,0,0.120689655172414,0.982758620689655,0.408591237602896,49,0.0408163265306122,39
"facebook/react-native",72,423,172,14793,0,0.407578333556136,26,54,142,0,0.130434782608696,0.971014492753623,0.448482993575138,69,0.101449275362319,40
"facebook/react-native",61,532,203,15518,0,0.373203318913938,9,37,364,0,0.142857142857143,0.928571428571429,0.234303141109899,42,0.166666666666667,33
"facebook/react-native",96,786,234,16346,0,0.282617663484134,87,81,1086,0,0.16504854368932,0.718446601941748,0.277917209190923,101,0.207920792079208,57
"facebook/react-native",119,913,264,19342,0,0.29440046548618,97,90,589,0,0.111111111111111,0.907407407407407,0.265682058124264,108,0.0555555555555556,68
"facebook/react-native",124,861,295,21002,0,0.324533438125813,78,86,999,0,0.142857142857143,0.914285714285714,0.276567144199222,101,0.0594059405940594,48
"facebook/react-native",123,1261,325,22298,0,0.276043576942421,138,85,1375,0,0.14018691588785,0.953271028037383,0.280115257348822,107,0,58
"facebook/react-native",136,973,356,23940,0,0.24398114556334,97,92,978,0,0.103448275862069,0.96551724137931,0.206307444589081,116,0,55
"facebook/react-native",139,1480,387,25806,0,0.438092217593124,69,103,1104,0,0.277310924369748,0.941176470588235,0.434343122293842,119,0,37
"facebook/react-native",148,1148,416,27204,0,0.480698829372389,58,87,1249,0,0.242718446601942,0.980582524271845,0.48727034361122,102,0,41
"facebook/react-native",148,1159,447,29059,0,0.457476404627059,78,105,1526,0,0.333333333333333,0.991666666666667,0.47712941662319,118,0,43
"facebook/react-native",141,1283,477,30963,0,0.438081028347364,58,101,1371,0,0.265151515151515,0.954545454545455,0.463221111874799,129,0,44
"facebook/react-native",138,1058,508,32479,0,0.436678855526082,55,86,641,0,0.163636363636364,0.927272727272727,0.313068983805246,93,0,64
"facebook/react-native",109,1081,538,33934,0,0.460857831898063,39,58,1441,0,0.246153846153846,0.938461538461538,0.442853682203297,58,0,57
"facebook/react-native",135,1103,569,35317,0,0.444383959346331,60,92,1291,0,0.285714285714286,0.974789915966387,0.460204065624499,115,0.00869565217391304,50
"facebook/react-native",137,1380,600,36704,0,0.376514979482039,43,82,1135,0,0.316326530612245,0.928571428571429,0.425222596568455,93,0,47
"facebook/react-native",149,1723,630,38209,0,0.409082861477253,60,79,1315,0,0.301075268817204,0.881720430107527,0.403152524221721,87,0,36
"facebook/react-native",153,1800,661,39715,0,0.311225300708406,60,91,1650,0,0.215686274509804,0.862745098039216,0.290351611094266,99,0,48
"facebook/react-native",170,1423,691,41167,0,0.322400142558585,97,89,1542,0,0.1875,0.910714285714286,0.327829508050039,103,0,40
"facebook/react-native",153,1157,722,42270,0,0.387034587319323,61,82,1690,0,0.274509803921569,0.911764705882353,0.468977026440405,100,0,32
"facebook/react-native",183,1174,753,43537,0,0.318636759308255,127,77,1532,0,0.247058823529412,0.905882352941176,0.354761716850252,85,0,52
"facebook/react-native",179,1424,781,44968,0,0.348312780152656,65,100,1829,0,0.242990654205607,0.85981308411215,0.363084936135815,105,0,62
"facebook/react-native",142,1005,812,46735,0,0.346865494335572,24,83,1276,0,0.242105263157895,0.947368421052632,0.296943743217372,94,0,45
"facebook/react-native",138,1200,842,48195,0,0.30547843377922,40,86,981,0,0.221153846153846,0.923076923076923,0.314975522290853,99,0,54
"facebook/react-native",113,956,873,49517,0,0.301520381314366,23,63,1127,0,0.183098591549296,0.971830985915493,0.309618186236149,71,0,54
"facebook/react-native",131,838,903,50950,0,0.326305134751284,38,77,861,0,0.144329896907216,0.917525773195876,0.264523594333384,97,0,47
"facebook/react-native",106,964,934,52417,0,0.423802327375249,29,65,1167,0,0.275,0.9875,0.517083173645685,80,0,35
"facebook/react-native",119,956,965,53821,0,0.341575882221207,33,53,753,0,0.109090909090909,0.854545454545454,0.223891622971648,54,0.0185185185185185,56
"facebook/react-native",123,1144,995,55125,0,0.35863694665872,28,67,1093,0,0.197530864197531,0.925925925925926,0.238881425444763,80,0,58
"facebook/react-native",125,1016,1026,56492,0,0.39312574463055,21,57,1117,0,0.229508196721311,0.819672131147541,0.315245458617347,61,0,60
"facebook/react-native",84,1275,1056,57972,0,0.323773858357807,23,39,926,0,0.333333333333333,0.833333333333333,0.368237151049725,42,0,35
"facebook/react-native",99,1480,1087,59290,0,0.347044545031701,23,46,1156,0,0.283018867924528,0.886792452830189,0.439124122066093,53,0,37
"facebook/react-native",122,1430,1118,60788,0,0.25103958931099,45,36,571,0,0.272727272727273,0.863636363636364,0.304405020761599,43,0,51
"facebook/react-native",102,1345,1146,62174,0,0.39047286910652,16,49,1179,0,0.230769230769231,0.884615384615385,0.360992245346707,50,0,89
"facebook/react-native",124,1360,1177,63855,0,0.244804297124206,16,43,669,0,0.25,0.9375,0.385308881154512,48,0,80
"facebook/react-native",104,881,1207,65276,0,0.306679768040736,13,33,1414,0,0.210526315789474,0.868421052631579,0.442943259149566,38,0.0263157894736842,58
"facebook/react-native",125,1296,1238,66672,0,0.276181333202693,13,45,1503,0,0.3,0.76,0.319506967042929,48,0,65
"facebook/react-native",124,950,1268,68226,0,0.264961373360005,12,38,799,0,0.179487179487179,0.871794871794872,0.229296165328413,39,0,86
"facebook/react-native",97,1175,1299,69576,0,0.287832393231756,17,34,682,0,0.307692307692308,0.846153846153846,0.325078575941095,39,0,95
"facebook/react-native",97,672,1330,70906,0,0.324004547509824,32,47,576,0,0.193548387096774,0.774193548387097,0.411529667277388,61,0,95
"facebook/react-native",126,1012,1360,72233,0,0.320829833953075,69,52,893,0,0.450704225352113,0.774647887323944,0.263082745611987,69,0,171
"facebook/react-native",119,1774,1391,73538,0,0.262018345130479,51,50,897,0,0.283582089552239,0.776119402985075,0.299155912791279,67,0.0298507462686567,94
"facebook/react-native",85,847,1421,74828,0,0.320465079298841,46,28,701,0,0.371428571428571,0.8,0.4684827791566,31,0,105
"facebook/react-native",101,1596,1452,75952,0,0.337439880906545,51,47,689,0,0.107142857142857,0.875,0.250433818088566,54,0.0185185185185185,153
"facebook/react-native",133,1359,1483,77162,0,0.293224114082153,99,40,543,0,0.337837837837838,0.918918918918919,0.374836669788356,72,0.0138888888888889,178
"facebook/react-native",102,1471,1511,78475,0,0.324497592521501,49,35,1276,0,0.266666666666667,0.844444444444444,0.353100270665265,34,0,235
"facebook/react-native",95,1473,1542,79530,0,0.358732039871476,29,32,378,0,0.2,0.888888888888889,0.380210843143112,31,0,207
"gradle/gradle",6,340,356,409,0,0.803742027640202,48,2,283,0,1,0,0.5,2,0,0
"gradle/gradle",5,338,386,432,0,0.749171304430214,82,2,2,0,0,1,0.496631026500457,2,0.5,0
"gradle/gradle",5,510,417,460,0,0.792404454452401,86,3,254,0,1,0.666666666666667,0.632012770400407,3,0.333333333333333,0
"gradle/gradle",5,404,447,503,0,0.799999590562823,83,2,5,0,0.5,0,0.5,2,0.5,0
"gradle/gradle",10,664,478,535,0,0.650977210170585,131,4,46,0,0.666666666666667,0.333333333333333,0.651292781168474,6,0.5,0
"gradle/gradle",5,338,509,559,0,0.77998327534769,109,3,7,0,0.666666666666667,0,0.656622937790072,3,1,0
