"project","num_forks","num_files","project_age","num_stars","ratio_old_volunteers","fork_entropy","num_integrated_commits","num_forks_rq2","num_files_rq2","ratio_old_volunteers_rq2","ratio_prs_with_tests","ratio_prs_with_hot_files","fork_entropy_rq2","num_closed_prs","ratio_merged_prs","num_bug_report_issues"
"NixOS/nixpkgs",40,933,665,139,0.00746268656716418,0.384711198398485,53,29,903,0,0.0348837209302326,0.767441860465116,0.332506973380548,79,0.0506329113924051,23
"NixOS/nixpkgs",32,114,695,150,0,0.642962636068756,39,29,551,0,0.0625,0.734375,0.353238290831152,56,0.125,8
"NixOS/nixpkgs",52,1130,726,159,0.0226244343891403,0.289794406905009,102,36,1061,0.010989010989011,0.0769230769230769,0.769230769230769,0.351203737895601,90,0,21
"NixOS/nixpkgs",53,715,756,197,0.0105820105820106,0.28871995902963,96,41,364,0.0111111111111111,0.0333333333333333,0.877777777777778,0.435262266045093,84,0.0476190476190476,9
"NixOS/nixpkgs",67,788,787,227,0.0201342281879195,0.358905122243769,135,52,929,0.0434782608695652,0.0434782608695652,0.817391304347826,0.304538277732983,111,0.162162162162162,23
"NixOS/nixpkgs",59,401,818,264,0.008,0.240573483554066,53,51,833,0,0.0169491525423729,0.864406779661017,0.160054416866552,59,0.474576271186441,18
"NixOS/nixpkgs",49,865,848,282,0,0.327827938161748,86,41,646,0.0674157303370786,0.0337078651685393,0.853932584269663,0.327240683885199,84,0.0357142857142857,22
"NixOS/nixpkgs",59,488,879,344,0,0.294020992456738,61,39,118,0,0.025,0.9,0.594654297818112,75,0.0666666666666667,31
"NixOS/nixpkgs",57,521,909,387,0.015625,0.247689929476478,56,36,66,0.0208333333333333,0.0208333333333333,0.75,0.503513168979686,48,0.229166666666667,36
"NixOS/nixpkgs",64,425,940,408,0.0497512437810945,0.307847777289464,99,53,291,0.0294117647058824,0,0.813725490196078,0.406659112714304,102,0.0686274509803922,36
"NixOS/nixpkgs",64,763,971,470,0,0.259024228579622,112,57,593,0,0.00952380952380952,0.742857142857143,0.323068432537114,100,0.02,50
"NixOS/nixpkgs",75,434,999,502,0,0.357001387472305,133,68,515,0,0.0212765957446809,0.829787234042553,0.383307325989064,136,0.0588235294117647,41
"NixOS/nixpkgs",69,428,1030,536,0.00757575757575758,0.411850329136451,115,61,466,0.0087719298245614,0.0175438596491228,0.833333333333333,0.324772708384128,110,0.0545454545454545,26
"NixOS/nixpkgs",58,741,1060,581,0.00928792569659443,0.354327461723623,135,46,983,0.0632911392405063,0.10126582278481,0.886075949367089,0.318235638429897,75,0.0533333333333333,34
"NixOS/nixpkgs",64,540,1091,614,0,0.304606554828833,46,63,934,0,0.027027027027027,0.846846846846847,0.228553392375388,110,0.145454545454545,25
"NixOS/nixpkgs",59,149,1121,662,0.0140845070422535,0.49020418106247,82,43,495,0.0126582278481013,0.0126582278481013,0.873417721518987,0.217655423035281,78,0.782051282051282,21
"NixOS/nixpkgs",61,157,1152,690,0.0151515151515152,0.455504595373489,51,66,390,0.0508474576271186,0.00847457627118644,0.76271186440678,0.263806468801683,117,0.47008547008547,30
"NixOS/nixpkgs",60,454,1183,722,0.0576923076923077,0.252617978620299,88,60,498,0.0859375,0.015625,0.7734375,0.241952695208736,128,0.3828125,34
"NixOS/nixpkgs",70,260,1213,751,0.06282722513089,0.386366065984652,111,67,386,0.0608695652173913,0.0260869565217391,0.765217391304348,0.271779125409771,115,0.0782608695652174,42
"NixOS/nixpkgs",77,117,1244,778,0.0256410256410256,0.449226157578569,92,64,643,0.0188679245283019,0.0188679245283019,0.783018867924528,0.244430752618092,106,0.141509433962264,62
"NixOS/nixpkgs",79,428,1274,806,0.03125,0.215311897017098,120,72,208,0.037593984962406,0.0150375939849624,0.759398496240602,0.354226990852885,133,0.0225563909774436,46
"NixOS/nixpkgs",91,478,1305,850,0.0418604651162791,0.291694245084973,149,75,507,0.0491803278688525,0.0245901639344262,0.80327868852459,0.298517230903441,121,0.00826446280991736,55
"NixOS/nixpkgs",93,771,1336,893,0,0.271644958059911,158,70,676,0,0.0283687943262411,0.808510638297872,0.27995341801444,141,0.0212765957446809,39
"NixOS/nixpkgs",77,847,1365,937,0,0.237192860836459,117,62,198,0,0.0087719298245614,0.824561403508772,0.416264929162876,114,0,58
"NixOS/nixpkgs",104,1829,1396,981,0,0.149119588682865,184,79,845,0,0.0236686390532544,0.781065088757396,0.226121748956651,168,0.166666666666667,69
"NixOS/nixpkgs",98,1841,1426,1040,0.00421940928270042,0.1458960759322,149,82,543,0.0131578947368421,0.0394736842105263,0.835526315789474,0.23654510365056,151,0.231788079470199,74
"NixOS/nixpkgs",89,1510,1457,1109,0.0103734439834025,0.167054929082608,136,60,162,0.0373831775700935,0.0280373831775701,0.644859813084112,0.440147114703006,104,0.807692307692308,48
"NixOS/nixpkgs",83,1122,1487,1151,0.0473186119873817,0.286704567512112,158,61,1293,0.163120567375887,0.0354609929078014,0.602836879432624,0.209605295920422,133,0.804511278195489,50
"NixOS/nixpkgs",106,1135,1518,1199,0.240343347639485,0.239125778649762,155,80,1183,0.125874125874126,0.013986013986014,0.832167832167832,0.194640506909698,143,0.769230769230769,41
"NixOS/nixpkgs",104,1921,1549,1244,0.0513478818998716,0.218391706042261,188,85,1587,0.0742857142857143,0.04,0.782857142857143,0.203893596994216,174,0.758620689655172,48
"NixOS/nixpkgs",105,1844,1579,1297,0.0713324360699865,0.205431819212256,198,91,607,0.0285714285714286,0.04,0.805714285714286,0.261267829228801,172,0.848837209302326,87
"NixOS/nixpkgs",108,1469,1610,1351,0.035799522673031,0.215906513082157,176,80,197,0.0254777070063694,0.00636942675159236,0.853503184713376,0.409931272759708,155,0.812903225806452,76
"NixOS/nixpkgs",80,1025,1640,1387,0.0666666666666667,0.239249104607338,113,67,608,0.0891089108910891,0.0297029702970297,0.801980198019802,0.212333298952465,95,0.789473684210526,36
"NixOS/nixpkgs",118,1768,1671,1429,0.0683090705487122,0.149671695351458,200,95,197,0.0584415584415584,0.0194805194805195,0.733766233766234,0.337796303334544,154,0.831168831168831,22
"NixOS/nixpkgs",145,1698,1702,1478,0.053448275862069,0.197633790938013,199,104,984,0.0423280423280423,0.037037037037037,0.671957671957672,0.237671153922205,183,0.841530054644809,41
"NixOS/nixpkgs",140,1713,1730,1530,0.0505376344086022,0.19820811012923,264,112,1119,0.0502092050209205,0.0334728033472803,0.673640167364017,0.228575521035214,238,0.798319327731092,56
"NixOS/nixpkgs",141,2102,1761,1595,0.0337552742616034,0.225979483491234,249,110,1017,0.0408163265306122,0.0561224489795918,0.806122448979592,0.237322365521353,192,0.807291666666667,36
"NixOS/nixpkgs",132,1550,1791,1656,0.0961325966850829,0.186349408733245,253,112,1100,0.194444444444444,0.037037037037037,0.773148148148148,0.238605620079309,214,0.808411214953271,32
"NixOS/nixpkgs",124,804,1822,1708,0.16017316017316,0.237991799971868,205,96,605,0.0943396226415094,0.0125786163522013,0.805031446540881,0.269650996099789,157,0.796178343949045,24
"NixOS/nixpkgs",130,1374,1852,1757,0.0613207547169811,0.157116229344368,277,104,848,0.0913461538461538,0.0240384615384615,0.75,0.209800241014361,208,0.836538461538462,25
"NixOS/nixpkgs",122,2709,1883,1805,0.0773430391264786,0.181206022862662,253,101,1936,0.0526315789473684,0.0210526315789474,0.747368421052632,0.141412462753543,189,0.841269841269841,31
"NixOS/nixpkgs",139,2228,1914,1858,0.0846223839854413,0.172400140564561,299,102,1392,0.168032786885246,0.040983606557377,0.745901639344262,0.253261652856374,243,0.699588477366255,28
"NixOS/nixpkgs",154,2267,1944,1923,0.096171802054155,0.169377398301936,265,124,1454,0.135021097046413,0.0464135021097046,0.755274261603376,0.164311892116398,235,0.778723404255319,22
"NixOS/nixpkgs",161,1549,1975,2000,0.0825242718446602,0.137261101602349,302,121,596,0.108490566037736,0.0330188679245283,0.806603773584906,0.239042083409149,212,0.85377358490566,31
"NixOS/nixpkgs",150,1012,2005,2074,0.0996503496503496,0.17808870000273,235,119,1271,0.0423280423280423,0.0211640211640212,0.825396825396825,0.127223190959987,181,0.762430939226519,23
"NixOS/nixpkgs",142,1896,2036,2152,0.0860215053763441,0.164686042464399,302,111,2035,0.112676056338028,0.0422535211267606,0.774647887323944,0.153818017580996,208,0.8125,31
"NixOS/nixpkgs",152,2479,2067,2234,0.078,0.171189361814137,320,116,1535,0.148471615720524,0.0436681222707424,0.825327510917031,0.147036109607947,227,0.86784140969163,30
"NixOS/nixpkgs",166,2562,2095,2312,0.0627376425855513,0.187655699444366,398,134,2291,0.0619469026548673,0.0353982300884956,0.849557522123894,0.13827846510977,220,0.845454545454545,35
"NixOS/nixpkgs",158,1762,2126,2403,0.0462222222222222,0.180099523556673,598,119,630,0.0357142857142857,0.0204081632653061,0.836734693877551,0.23994999468672,193,0.849740932642487,29
"NixOS/nixpkgs",154,1737,2156,2480,0.034446764091858,0.161833103183465,614,107,804,0.0212765957446809,0.0297872340425532,0.846808510638298,0.211476547629685,228,0.837719298245614,35
"NixOS/nixpkgs",149,1814,2187,2570,0.0625724217844728,0.165530095500624,560,122,1278,0.0779220779220779,0.0216450216450216,0.835497835497836,0.157917190884739,227,0.837004405286344,17
"NixOS/nixpkgs",151,1718,2217,2641,0.0591182364729459,0.152005866976977,499,109,669,0.0483870967741935,0.032258064516129,0.865591397849462,0.184697603610481,185,0.848648648648649,35
"NixOS/nixpkgs",172,2659,2248,2716,0.0427631578947368,0.161840118526825,675,133,2045,0.0225563909774436,0.037593984962406,0.853383458646617,0.154036693303774,262,0.889312977099237,25
"NixOS/nixpkgs",162,1833,2279,2851,0.0715746421267894,0.165417112696682,336,123,284,0.0526315789473684,0.00956937799043062,0.870813397129187,0.301216354783616,198,0.813131313131313,24
"NixOS/nixpkgs",197,2189,2309,2972,0.0396432111000991,0.201804175672707,340,150,1246,0.0458015267175573,0.0419847328244275,0.805343511450382,0.22287172332849,251,0.804780876494024,21
"NixOS/nixpkgs",173,2074,2340,3077,0.0497803806734993,0.197125362972229,253,131,951,0.0445544554455446,0.0693069306930693,0.841584158415842,0.185820066446447,187,0.828877005347594,25
"NixOS/nixpkgs",157,2407,2370,3210,0.087719298245614,0.201987442652095,245,126,1173,0.110619469026549,0.0398230088495575,0.778761061946903,0.146126814858237,214,0.817757009345794,25
"NixOS/nixpkgs",186,2218,2401,3308,0.066167290886392,0.191233996849861,302,147,2001,0.0753968253968254,0.0396825396825397,0.742063492063492,0.1823465437659,232,0.801724137931034,28
"NixOS/nixpkgs",161,1673,2432,3425,0.0491159135559921,0.182651720565147,225,124,1119,0.024390243902439,0.0439024390243902,0.760975609756098,0.190123072809248,186,0.860215053763441,26
"NixOS/nixpkgs",195,1470,2460,3552,0.0475382003395586,0.138210615763858,276,134,1121,0.0702479338842975,0.0330578512396694,0.805785123966942,0.167566279429029,204,0.833333333333333,25
"NixOS/nixpkgs",169,1491,2491,3692,0.125816993464052,0.186594192404171,273,130,1661,0.0840336134453782,0.046218487394958,0.747899159663866,0.154750620498525,187,0.877005347593583,18
"nodejs/node",35,90,4,12331,0,0.558084586307347,11,25,1809,0,0.5,0.0882352941176471,0.195432709862972,34,0,9
"nodejs/node",42,645,35,12423,0.0173913043478261,0.379347306535552,23,36,785,0.0119047619047619,0.357142857142857,0.80952380952381,0.370558262129068,84,0.0476190476190476,19
"nodejs/node",54,1686,66,12505,0,0.404554532808754,46,35,2665,0,0.390804597701149,0.919540229885057,0.455232585315456,87,0,8
"nodejs/node",36,1749,94,12578,0,0.376695021857008,33,29,2091,0,0.472972972972973,0.959459459459459,0.318455439429301,74,0.0135135135135135,6
"nodejs/node",40,1000,125,12630,0,0.539500126862817,62,25,1920,0,0.459459459459459,0.986486486486487,0.474774228864887,74,0.0405405405405405,9
"nodejs/node",54,979,155,12673,0,0.43970824132285,96,34,786,0,0.511904761904762,0.916666666666667,0.456730834437587,83,0.0120481927710843,20
"nodejs/node",34,1303,186,14048,0,0.442497077427702,37,29,1587,0,0.532608695652174,0.847826086956522,0.387451052334683,92,0.0434782608695652,10
"nodejs/node",38,779,216,14282,0,0.42937138657796,44,24,758,0,0.606060606060606,0.954545454545455,0.437988809121135,66,0.0303030303030303,8
"nodejs/node",43,911,247,14357,0,0.295268314127445,25,44,1101,0,0.542857142857143,0.957142857142857,0.352145333751222,70,0,15
"nodejs/node",48,357,278,14959,0,0.370372637984002,15,44,809,0,0.3,0.92,0.196493530217646,50,0,29
"nodejs/node",51,573,308,16995,0,0.273529782480314,24,40,392,0,0.418918918918919,0.945945945945946,0.217845745681377,74,0,41
"nodejs/node",44,278,339,18208,0,0.366616685557282,29,35,471,0,0.485294117647059,0.867647058823529,0.305751616961834,64,0,33
"nodejs/node",52,665,369,19114,0,0.21046067456654,15,46,91,0,0.327586206896552,0.931034482758621,0.409703776926542,57,0,30
"nodejs/node",61,309,400,20115,0,0.340889978852011,28,52,151,0,0.26027397260274,0.931506849315068,0.452014023567106,72,0,31
"nodejs/node",55,663,431,21250,0,0.364422071539869,38,39,522,0,0.490909090909091,0.927272727272727,0.253822612395229,54,0,30
"nodejs/node",51,531,460,22082,0,0.342036083037382,16,45,183,0,0.36231884057971,0.971014492753623,0.461662853189121,69,0,42
"nodejs/node",56,1283,491,23197,0,0.333522038893319,33,50,740,0,0.415384615384615,0.8,0.284603977410993,63,0,29
"nodejs/node",62,869,521,24351,0,0.302772179503489,20,45,456,0,0.288135593220339,0.830508474576271,0.253739922215862,56,0,43
"nodejs/node",49,915,552,25360,0,0.342667979279699,31,30,83,0,0.369565217391304,0.978260869565217,0.704343070172426,44,0.0227272727272727,29
"nodejs/node",53,839,582,26224,0,0.305014894173798,20,32,181,0,0.394736842105263,0.973684210526316,0.570857772903788,38,0,22
"nodejs/node",51,708,613,27062,0,0.424211250759758,20,33,838,0,0.511111111111111,1,0.249431339789783,45,0,27
"nodejs/node",101,1831,644,28095,0,0.229753223351982,87,71,296,0,0.747663551401869,0.728971962616822,0.334319326160535,107,0,35
"nodejs/node",81,1650,674,29183,0,0.148183639027731,70,53,2418,0,0.321428571428571,0.833333333333333,0.113781756148533,84,0,43
"nodejs/node",76,815,705,30493,0,0.305390578273806,59,55,364,0,0.434782608695652,0.811594202898551,0.232577072241906,69,0,43
"nodejs/node",194,1498,735,31540,0,0.13629932192648,202,140,901,0,0.850393700787402,0.440944881889764,0.150866149138148,243,0,24
"nodejs/node",73,1177,766,32377,0,0.199363059814216,74,56,407,0,0.5,0.875,0.223568613439438,72,0,37
"nodejs/node",65,904,797,33360,0,0.221817401845086,44,54,490,0,0.513513513513513,0.891891891891892,0.219225785579993,73,0.0273972602739726,39
"nodejs/node",76,2330,825,34538,0,0.27607199361664,50,47,344,0,0.441176470588235,0.897058823529412,0.393807567811197,68,0,40
"nodejs/node",79,2234,856,35803,0,0.215962891829877,78,64,747,0,0.725663716814159,0.884955752212389,0.396172359684425,113,0.00884955752212389,38
"nodejs/node",63,1587,886,36920,0,0.212070717971174,47,41,416,0,0.672413793103448,0.827586206896552,0.347123124813932,57,0,32
"nodejs/node",74,2214,917,38037,0,0.199865183666393,48,51,184,0,0.52112676056338,0.887323943661972,0.482857783596243,71,0.028169014084507,58
"nodejs/node",97,2242,947,39245,0,0.212272751032761,83,72,933,0,0.644444444444444,0.855555555555556,0.128727594678744,90,0.0111111111111111,29
"nodejs/node",97,1023,978,40376,0,0.275997085386002,50,68,354,0,0.586206896551724,0.896551724137931,0.397361525042034,87,0.0229885057471264,39
"nodejs/node",70,1363,1009,41661,0,0.261967101553976,31,39,666,0,0.442857142857143,0.928571428571429,0.315281990879387,69,0.0144927536231884,48
"nodejs/node",270,1879,1039,42748,0,0.104657848196747,214,241,1456,0,0.813114754098361,0.740983606557377,0.0917399582739053,304,0.00328947368421053,40
"nodejs/node",156,1165,1070,44684,0,0.159273205119689,121,135,1461,0,0.632432432432432,0.735135135135135,0.143593686865559,185,0.00540540540540541,39
"nodejs/node",71,428,1100,46269,0,0.436016026239853,77,46,157,0,0.641791044776119,0.835820895522388,0.580170425233414,67,0,25
"nodejs/node",65,891,1131,47347,0,0.317800715558107,70,43,123,0,0.369230769230769,0.938461538461538,0.541681918712378,65,0,28
"nodejs/node",62,1233,1162,48576,0,0.32616167674952,72,40,538,0,0.393939393939394,0.924242424242424,0.430900376294655,65,0,32
"nodejs/node",81,2134,1190,49564,0,0.278037209602154,37,52,1581,0,0.6,0.814285714285714,0.199613075339518,70,0,42
"nodejs/node",83,837,1221,50867,0,0.304032880708145,64,53,1099,0,0.55,0.9125,0.232801465397422,80,0,48
"nodejs/node",74,1075,1251,52173,0,0.22597908502592,53,45,532,0,0.548387096774194,0.82258064516129,0.24053138555156,62,0,29
"nodejs/node",64,989,1282,53670,0,0.317708665705808,39,39,977,0,0.472727272727273,0.854545454545454,0.250618319253725,54,0.0185185185185185,32
"nodejs/node",89,899,1312,55168,0,0.266239926816299,39,46,519,0,0.573770491803279,0.819672131147541,0.379725281073037,61,0,24
"nodejs/node",72,343,1343,56266,0,0.416087216544343,22,43,105,0,0.491803278688525,0.737704918032787,0.487816020670731,61,0.0163934426229508,36
"nodejs/node",62,977,1374,57445,0,0.333136122796112,28,38,125,0,0.433962264150943,0.849056603773585,0.490743715043327,52,0,31
"nodejs/node",221,1417,1404,58647,0,0.108252714432855,147,173,369,0,0.735849056603774,0.60377358490566,0.169787352426279,209,0.0239234449760766,28
"nodejs/node",176,561,1435,59794,0,0.169508868944679,195,134,740,0,0.704301075268817,0.580645161290323,0.101223437249083,181,0.0276243093922652,31
"nodejs/node",53,367,1465,61001,0,0.310644780659146,24,31,402,0,0.470588235294118,0.852941176470588,0.294987758571488,32,0,18
"nodejs/node",59,461,1496,62052,0,0.268073737709503,16,25,344,0,0.315789473684211,1,0.271155807811797,37,0,32
"nodejs/node",53,1083,1527,63208,0,0.238679328343744,24,25,378,0,0.333333333333333,0.805555555555556,0.25350802617068,34,0.0294117647058824,16
"nodejs/node",53,417,1555,64117,0,0.334127541923561,32,29,74,0,0.152542372881356,0.949152542372881,0.513803739921574,46,0.0217391304347826,29
"nodejs/node",79,190,1586,65119,0,0.333480567301319,17,37,104,0,0.710526315789474,0.605263157894737,0.326501839160445,33,0,25
"odoo/odoo",60,1545,18,573,0,0.284029817970042,107,46,2925,0,0.170454545454545,0.823863636363636,0.292005614117953,169,0.0236686390532544,36
"odoo/odoo",75,2310,48,753,0,0.340021195524515,46,61,2307,0,0.205555555555556,0.894444444444444,0.348293423674955,173,0.00578034682080925,60
"odoo/odoo",62,1916,79,902,0,0.469119160551086,32,39,1653,0,0.212121212121212,0.984848484848485,0.444836918073082,128,0.0390625,61
"odoo/odoo",59,1824,110,1029,0.00251256281407035,0.437260131267457,23,33,2622,0,0.187919463087248,0.966442953020134,0.493235611590482,146,0.136986301369863,63
"odoo/odoo",62,1855,140,1173,0,0.472668795190444,31,36,2130,0,0.185483870967742,0.879032258064516,0.315352654782823,120,0.025,40
"odoo/odoo",69,2065,171,1349,0,0.406752102028854,38,43,1447,0,0.132231404958678,0.917355371900826,0.242231197162199,115,0.00869565217391304,44
"odoo/odoo",79,2160,201,1493,0,0.472178247508987,47,43,2416,0,0.17741935483871,0.879032258064516,0.286372635669708,120,0.00833333333333333,42
"odoo/odoo",64,2888,232,1614,0,0.504617298404469,17,31,1511,0,0.142857142857143,0.923076923076923,0.335783745111829,90,0.0111111111111111,33
"odoo/odoo",64,2473,263,1779,0,0.470132798655469,29,35,1918,0,0.0957446808510638,0.872340425531915,0.364627971296723,90,0,34
"odoo/odoo",63,2776,291,1983,0,0.555913520382546,23,22,1995,0,0.206896551724138,0.816091954022989,0.495458484710722,81,0,28
"odoo/odoo",58,1490,322,2230,0,0.490691254909394,14,36,2809,0,0.142857142857143,0.714285714285714,0.333389085659183,81,0,40
"odoo/odoo",54,1490,352,2356,0,0.447899710005023,12,30,2573,0,0.232558139534884,0.837209302325581,0.482665929197414,40,0,24
"odoo/odoo",76,2058,383,2500,0,0.464511790110892,14,45,3011,0,0.265957446808511,0.74468085106383,0.260664672852771,88,0,24
"odoo/odoo",61,2528,413,2608,0,0.49913934467283,37,28,6301,0,0.275,0.85,0.375252658177911,78,0.0384615384615385,22
"odoo/odoo",63,2142,444,2717,0,0.511678859697507,41,31,4158,0,0.285714285714286,0.901098901098901,0.255594505233955,91,0.043956043956044,20
"odoo/odoo",90,2594,475,2857,0,0.352945657429407,37,45,1627,0,0.13953488372093,0.813953488372093,0.148373528106675,83,0.0120481927710843,47
"odoo/odoo",67,3188,505,3052,0,0.518813012873207,25,27,2490,0,0.265625,0.828125,0.469806844398676,63,0.0634920634920635,56
"odoo/odoo",78,2840,536,3219,0,0.490677667641823,10,29,5035,0,0.11864406779661,0.779661016949153,0.358168324190131,56,0,41
"odoo/odoo",52,3020,566,3348,0,0.513298266789373,16,18,1668,0,0.119047619047619,0.857142857142857,0.224997293426733,41,0,36
"odoo/odoo",56,3366,597,3475,0,0.4811286616504,4,24,2349,0,0.163265306122449,0.816326530612245,0.25005915247231,42,0,38
"odoo/odoo",91,3300,628,3636,0,0.395819453152054,17,31,1356,0,0.176470588235294,0.647058823529412,0.414840737054279,67,0.0447761194029851,41
"odoo/odoo",80,4179,657,3776,0,0.482715651122233,14,23,6435,0,0.111111111111111,0.777777777777778,0.272831306417785,62,0.032258064516129,28
"odoo/odoo",66,3373,688,3966,0,0.633679442492871,7,22,4244,0,0.3,0.78,0.430090246832316,50,0.12,17
"odoo/odoo",69,3325,718,4154,0,0.578961575269198,25,23,302,0,0.131147540983607,0.754098360655738,0.251062928894372,57,0.157894736842105,22
"odoo/odoo",53,3539,749,4335,0,0.651215210661474,21,20,949,0,0.170731707317073,0.75609756097561,0.375477309320046,38,0.0789473684210526,19
"odoo/odoo",42,2823,779,4531,0.03515625,0.528584738163107,21,13,304,0,0.13953488372093,0.767441860465116,0.417018718232635,40,0.425,17
"odoo/odoo",60,3279,810,4736,0.00202429149797571,0.558035951106617,17,26,5409,0,0.166666666666667,0.740740740740741,0.405292256907609,51,0.137254901960784,13
"odoo/odoo",65,2692,841,4904,0.00327332242225859,0.59607114332627,23,20,4104,0,0.0943396226415094,0.773584905660377,0.426635876216086,51,0.196078431372549,25
"odoo/odoo",76,3049,871,5105,0.00353982300884956,0.497125468544661,22,28,1623,0,0.160714285714286,0.714285714285714,0.422524931200034,52,0.192307692307692,33
"odoo/odoo",70,4016,902,5343,0.0101010101010101,0.479394649270553,20,17,514,0,0.106060606060606,0.787878787878788,0.441261878249839,65,0.307692307692308,26
"odoo/odoo",71,3186,932,5528,0,0.538055848207508,30,18,3388,0,0.108695652173913,0.760869565217391,0.286751737064909,45,0.266666666666667,17
"odoo/odoo",81,3120,963,5709,0,0.244981593487662,29,30,5765,0,0.103448275862069,0.672413793103448,0.178036112220914,58,0.241379310344828,23
"odoo/odoo",72,3505,994,5921,0,0.510705598444334,27,17,6453,0,0.116279069767442,0.767441860465116,0.476756696296986,42,0.333333333333333,29
"odoo/odoo",72,3548,1022,6169,0,0.435594064387669,38,20,1227,0,0.123287671232877,0.849315068493151,0.341189106345983,70,0.342857142857143,26
"odoo/odoo",61,3375,1053,6433,0,0.521493324075876,33,22,1615,0,0.140845070422535,0.830985915492958,0.35744805079094,68,0.308823529411765,29
"odoo/odoo",64,3990,1083,6633,0,0.534074877547192,47,26,1436,0,0.166666666666667,0.739583333333333,0.298886265881388,91,0.384615384615385,22
"odoo/odoo",65,5038,1114,6882,0,0.483332929092217,33,20,5334,0,0.22093023255814,0.848837209302326,0.257732739795024,83,0.216867469879518,28
"odoo/odoo",50,4014,1144,7060,0,0.528166640510072,55,24,1211,0,0.102564102564103,0.807692307692308,0.258530351843908,72,0.277777777777778,20
"odoo/odoo",57,4406,1175,7285,0,0.417669381699794,68,18,2274,0,0.20253164556962,0.89873417721519,0.471244376138515,79,0.253164556962025,21
"odoo/odoo",57,4126,1206,7502,0,0.530242154952918,35,22,5521,0,0.186046511627907,0.767441860465116,0.322904795937643,82,0.25609756097561,31
"odoo/odoo",77,4807,1236,7753,0,0.437722849873638,39,31,727,0,0.0845070422535211,0.802816901408451,0.161397416581387,68,0.235294117647059,48
"odoo/odoo",75,3262,1267,8066,0,0.296478449606022,35,29,2564,0,0.186440677966102,0.830508474576271,0.288128760709209,54,0.259259259259259,53
"odoo/odoo",64,3850,1297,8369,0,0.411534034545592,29,26,2762,0,0.105263157894737,0.719298245614035,0.276768606557646,52,0.25,19
"odoo/odoo",68,4245,1328,8620,0,0.431366723776613,21,25,1319,0,0.203125,0.875,0.366869994483261,59,0.220338983050847,43
"odoo/odoo",68,4027,1359,8899,0,0.306810955255451,28,32,1013,0,0.125,0.7625,0.202658235710448,75,0.2,44
"odoo/odoo",69,4275,1387,9211,0,0.457680749039282,44,24,130,0,0.0588235294117647,0.705882352941177,0.354154041339817,46,0.41304347826087,42
"odoo/odoo",59,4083,1418,9537,0,0.385603962130458,19,24,773,0,0.0666666666666667,0.755555555555556,0.207070215435591,45,0.222222222222222,38
"odoo/odoo",55,3167,1448,9838,0,0.398076827341241,27,17,2067,0,0.219512195121951,0.829268292682927,0.319192425845134,38,0.394736842105263,41
"odoo/odoo",56,3539,1479,10133,0,0.367732620034169,32,20,4618,0,0.257575757575758,0.772727272727273,0.34640339967584,60,0.366666666666667,18
"odoo/odoo",60,3921,1509,10399,0,0.418851977479089,39,29,617,0,0.125,0.791666666666667,0.176954757868102,67,0.238805970149254,37
"odoo/odoo",49,4828,1540,10948,0,0.525191220971039,36,22,968,0,0.202702702702703,0.837837837837838,0.347421870309738,62,0.290322580645161,36
"odoo/odoo",63,5862,1571,11445,0,0.470428452236942,28,26,2023,0,0.181818181818182,0.833333333333333,0.434272098667266,60,0.116666666666667,27
"odoo/odoo",70,5741,1601,11848,0,0.449065737592294,70,28,1434,0,0.252525252525253,0.868686868686869,0.289914411573785,90,0.111111111111111,72
"odoo/odoo",55,3368,1632,12162,0,0.448969006293375,43,22,340,0,0.128205128205128,0.884615384615385,0.362642778098513,53,0.0188679245283019,37
"odoo/odoo",55,3535,1662,12515,0,0.355681919646182,50,23,5749,0,0.236842105263158,0.815789473684211,0.170690169055031,61,0,48
"odoo/odoo",67,3872,1693,12845,0,0.379672623640253,63,30,6004,0,0.213592233009709,0.786407766990291,0.214373706790817,82,0.0365853658536585,38
"odoo/odoo",71,4259,1724,13208,0,0.431499103629555,73,28,839,0,0.175257731958763,0.762886597938144,0.343028287701514,74,0.0135135135135135,33
"odoo/odoo",59,3982,1752,13619,0,0.384710778715224,46,25,1391,0,0.211764705882353,0.847058823529412,0.3111463574877,64,0,26
"odoo/odoo",56,4092,1783,13971,0,0.272616188237245,47,23,1461,0,0.25,0.85,0.402366563580664,47,0,22
"robbyrussell/oh-my-zsh",20,148,368,5261,0,0.59999232529168,12,10,27,0,0,0,0.743285180954557,14,0.285714285714286,0
"robbyrussell/oh-my-zsh",40,105,398,5487,0,0.602363007581147,41,15,191,0,0,0.714285714285714,0.688389209442486,28,0.321428571428571,2
"robbyrussell/oh-my-zsh",32,112,429,5780,0,0.604668132761047,17,8,76,0,0,0.7,0.705289428405034,10,0.6,0
"robbyrussell/oh-my-zsh",28,104,459,6075,0,0.604375332409595,16,9,72,0.0909090909090909,0,0.454545454545455,0.621704116311791,11,0.454545454545455,0
"robbyrussell/oh-my-zsh",38,141,490,6316,0.036036036036036,0.521346765442762,18,12,80,0.0625,0,0.75,0.612458060349269,16,0.3125,1
"robbyrussell/oh-my-zsh",44,159,521,6604,0.0769230769230769,0.658752853614936,30,9,195,0.272727272727273,0,0.636363636363636,0.574508303091831,11,0.545454545454545,0
"robbyrussell/oh-my-zsh",46,162,549,6886,0.0632183908045977,0.667394116825189,39,16,204,0.19047619047619,0,0.523809523809524,0.551096399317727,21,0.571428571428571,4
